source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence,datasets,source.ligand,target.receptor,ligand.pvalues,ligand.logFC,ligand.pct.1,ligand.pct.2,receptor.pvalues,receptor.logFC,receptor.pct.1,receptor.pct.2
LSEC Zone 1,IZ 2,PTPRM,PTPRM,0.03721655912172802,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,LSEC Zone 1.PTPRM,IZ 2.PTPRM,0.00620672719703064,0.20452303872123045,100,94.28571428571428,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103
LSEC Zone 2&3 1,IZ 2,PTPRM,PTPRM,0.0072474579303788795,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,LSEC Zone 2&3 1.PTPRM,IZ 2.PTPRM,3.1778642763555482e-24,0.5201613578665111,72.82157676348547,37.31884057971014,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103
LSEC Zone 2&3 2,IZ 2,PTPRM,PTPRM,0.013629720080264491,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,LSEC Zone 2&3 2.PTPRM,IZ 2.PTPRM,1.3026221931062837e-48,0.5798329008639141,90.04629629629629,59.54022988505747,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103
LSEC Zone 2&3 3,IZ 2,PTPRM,PTPRM,0.01624417420345358,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,LSEC Zone 2&3 3.PTPRM,IZ 2.PTPRM,7.991330234605592e-27,0.6195726953313242,86.37770897832817,54.666666666666664,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103
IZ 1,IZ 2,PTPRM,PTPRM,0.004584900634921366,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 1.PTPRM,IZ 2.PTPRM,9.31472938197509e-38,0.42593935784039827,72.09302325581395,35.55555555555556,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103
IZ 2,IZ 2,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 2.PTPRM,IZ 2.PTPRM,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103
IZ 3,IZ 2,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 3.PTPRM,IZ 2.PTPRM,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103
IZ 4,IZ 2,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 4.PTPRM,IZ 2.PTPRM,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103
IZ 5,IZ 2,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 5.PTPRM,IZ 2.PTPRM,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103
IZ 6,IZ 2,PTPRM,PTPRM,0.004584900634921366,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 6.PTPRM,IZ 2.PTPRM,1.6009389702724895e-37,0.642043981445914,80,41.60839160839161,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103
PP 1,IZ 2,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,PP 1.PTPRM,IZ 2.PTPRM,1.976347019180631e-31,0.3462507988372606,69.84785615491009,39.1869918699187,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103
PP 2,IZ 2,PTPRM,PTPRM,0.004584900634921366,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,PP 2.PTPRM,IZ 2.PTPRM,1.6899692127814057e-37,0.43229413973004227,67.79661016949152,33.33333333333333,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103
PP 3,IZ 2,PTPRM,PTPRM,0.004584900634921366,0.03,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,PP 3.PTPRM,IZ 2.PTPRM,6.528501798254698e-16,0.3534102026126173,66.746126340882,45.220588235294116,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103
PP 4,IZ 2,PTPRM,PTPRM,0.004584900634921366,0.02,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,PP 4.PTPRM,IZ 2.PTPRM,5.173087922481637e-31,0.4201637990746342,71.0909090909091,41.59836065573771,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103
CV 1,IZ 2,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,CV 1.PTPRM,IZ 2.PTPRM,1.4669206279370984e-32,0.366291937881503,65.82089552238806,35.38461538461539,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103
CV 2,IZ 2,PTPRM,PTPRM,0.004584900634921366,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,CV 2.PTPRM,IZ 2.PTPRM,3.171573347436562e-34,0.4527700485663585,75.5813953488372,42.43421052631579,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103
Kupffer Cells,IZ 3,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,Kupffer Cells.PTPRM,IZ 3.PTPRM,6.939893976372351e-70,0.7795985027855202,83.2271762208068,35.714285714285715,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
HSC/Fibroblasts,IZ 3,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,HSC/Fibroblasts.PTPRM,IZ 3.PTPRM,1.0401733655789349e-56,0.5308246131750558,75.60975609756098,36.828644501278774,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
Cholangiocytes,IZ 3,PTPRM,PTPRM,0.01624417420345358,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,Cholangiocytes.PTPRM,IZ 3.PTPRM,0.12143216758234443,0.15241787051303957,61.904761904761905,63.28125,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
Portal Endothelial,IZ 3,PTPRM,PTPRM,0.029033450686546718,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,Portal Endothelial.PTPRM,IZ 3.PTPRM,3.973381333523716e-17,0.4177657846920184,91.43518518518519,75.26132404181185,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
LSEC Zone 1,IZ 3,PTPRM,PTPRM,0.03721655912172802,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,LSEC Zone 1.PTPRM,IZ 3.PTPRM,0.00620672719703064,0.20452303872123045,100,94.28571428571428,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
LSEC Zone 2&3 1,IZ 3,PTPRM,PTPRM,0.0072474579303788795,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,LSEC Zone 2&3 1.PTPRM,IZ 3.PTPRM,3.1778642763555482e-24,0.5201613578665111,72.82157676348547,37.31884057971014,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
LSEC Zone 2&3 2,IZ 3,PTPRM,PTPRM,0.013629720080264491,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,LSEC Zone 2&3 2.PTPRM,IZ 3.PTPRM,1.3026221931062837e-48,0.5798329008639141,90.04629629629629,59.54022988505747,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
LSEC Zone 2&3 3,IZ 3,PTPRM,PTPRM,0.01624417420345358,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,LSEC Zone 2&3 3.PTPRM,IZ 3.PTPRM,7.991330234605592e-27,0.6195726953313242,86.37770897832817,54.666666666666664,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
IZ 1,IZ 3,PTPRM,PTPRM,0.004584900634921366,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 1.PTPRM,IZ 3.PTPRM,9.31472938197509e-38,0.42593935784039827,72.09302325581395,35.55555555555556,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
IZ 2,IZ 3,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 2.PTPRM,IZ 3.PTPRM,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
IZ 3,IZ 3,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 3.PTPRM,IZ 3.PTPRM,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
IZ 4,IZ 3,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 4.PTPRM,IZ 3.PTPRM,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
IZ 5,IZ 3,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 5.PTPRM,IZ 3.PTPRM,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
IZ 6,IZ 3,PTPRM,PTPRM,0.004584900634921366,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 6.PTPRM,IZ 3.PTPRM,1.6009389702724895e-37,0.642043981445914,80,41.60839160839161,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
PP 1,IZ 3,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,PP 1.PTPRM,IZ 3.PTPRM,1.976347019180631e-31,0.3462507988372606,69.84785615491009,39.1869918699187,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
PP 2,IZ 3,PTPRM,PTPRM,0.004584900634921366,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,PP 2.PTPRM,IZ 3.PTPRM,1.6899692127814057e-37,0.43229413973004227,67.79661016949152,33.33333333333333,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
PP 3,IZ 3,PTPRM,PTPRM,0.004584900634921366,0.03,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,PP 3.PTPRM,IZ 3.PTPRM,6.528501798254698e-16,0.3534102026126173,66.746126340882,45.220588235294116,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
PP 4,IZ 3,PTPRM,PTPRM,0.004584900634921366,0.02,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,PP 4.PTPRM,IZ 3.PTPRM,5.173087922481637e-31,0.4201637990746342,71.0909090909091,41.59836065573771,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
CV 1,IZ 3,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,CV 1.PTPRM,IZ 3.PTPRM,1.4669206279370984e-32,0.366291937881503,65.82089552238806,35.38461538461539,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
CV 2,IZ 3,PTPRM,PTPRM,0.004584900634921366,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,CV 2.PTPRM,IZ 3.PTPRM,3.171573347436562e-34,0.4527700485663585,75.5813953488372,42.43421052631579,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482
Kupffer Cells,IZ 4,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,Kupffer Cells.PTPRM,IZ 4.PTPRM,6.939893976372351e-70,0.7795985027855202,83.2271762208068,35.714285714285715,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
HSC/Fibroblasts,IZ 4,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,HSC/Fibroblasts.PTPRM,IZ 4.PTPRM,1.0401733655789349e-56,0.5308246131750558,75.60975609756098,36.828644501278774,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
Cholangiocytes,IZ 4,PTPRM,PTPRM,0.01624417420345358,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,Cholangiocytes.PTPRM,IZ 4.PTPRM,0.12143216758234443,0.15241787051303957,61.904761904761905,63.28125,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
Portal Endothelial,IZ 4,PTPRM,PTPRM,0.029033450686546718,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,Portal Endothelial.PTPRM,IZ 4.PTPRM,3.973381333523716e-17,0.4177657846920184,91.43518518518519,75.26132404181185,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
LSEC Zone 1,IZ 4,PTPRM,PTPRM,0.03721655912172802,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,LSEC Zone 1.PTPRM,IZ 4.PTPRM,0.00620672719703064,0.20452303872123045,100,94.28571428571428,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
LSEC Zone 2&3 1,IZ 4,PTPRM,PTPRM,0.0072474579303788795,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,LSEC Zone 2&3 1.PTPRM,IZ 4.PTPRM,3.1778642763555482e-24,0.5201613578665111,72.82157676348547,37.31884057971014,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
LSEC Zone 2&3 2,IZ 4,PTPRM,PTPRM,0.013629720080264491,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,LSEC Zone 2&3 2.PTPRM,IZ 4.PTPRM,1.3026221931062837e-48,0.5798329008639141,90.04629629629629,59.54022988505747,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
LSEC Zone 2&3 3,IZ 4,PTPRM,PTPRM,0.01624417420345358,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,LSEC Zone 2&3 3.PTPRM,IZ 4.PTPRM,7.991330234605592e-27,0.6195726953313242,86.37770897832817,54.666666666666664,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
IZ 1,IZ 4,PTPRM,PTPRM,0.004584900634921366,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 1.PTPRM,IZ 4.PTPRM,9.31472938197509e-38,0.42593935784039827,72.09302325581395,35.55555555555556,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
IZ 2,IZ 4,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 2.PTPRM,IZ 4.PTPRM,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
IZ 3,IZ 4,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 3.PTPRM,IZ 4.PTPRM,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
IZ 4,IZ 4,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 4.PTPRM,IZ 4.PTPRM,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
IZ 5,IZ 4,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 5.PTPRM,IZ 4.PTPRM,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
IZ 6,IZ 4,PTPRM,PTPRM,0.004584900634921366,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 6.PTPRM,IZ 4.PTPRM,1.6009389702724895e-37,0.642043981445914,80,41.60839160839161,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
PP 1,IZ 4,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,PP 1.PTPRM,IZ 4.PTPRM,1.976347019180631e-31,0.3462507988372606,69.84785615491009,39.1869918699187,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
PP 2,IZ 4,PTPRM,PTPRM,0.004584900634921366,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,PP 2.PTPRM,IZ 4.PTPRM,1.6899692127814057e-37,0.43229413973004227,67.79661016949152,33.33333333333333,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
PP 3,IZ 4,PTPRM,PTPRM,0.004584900634921366,0.03,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,PP 3.PTPRM,IZ 4.PTPRM,6.528501798254698e-16,0.3534102026126173,66.746126340882,45.220588235294116,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
PP 4,IZ 4,PTPRM,PTPRM,0.004584900634921366,0.02,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,PP 4.PTPRM,IZ 4.PTPRM,5.173087922481637e-31,0.4201637990746342,71.0909090909091,41.59836065573771,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
CV 1,IZ 4,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,CV 1.PTPRM,IZ 4.PTPRM,1.4669206279370984e-32,0.366291937881503,65.82089552238806,35.38461538461539,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
CV 2,IZ 4,PTPRM,PTPRM,0.004584900634921366,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,CV 2.PTPRM,IZ 4.PTPRM,3.171573347436562e-34,0.4527700485663585,75.5813953488372,42.43421052631579,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387
Kupffer Cells,IZ 5,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,Kupffer Cells.PTPRM,IZ 5.PTPRM,6.939893976372351e-70,0.7795985027855202,83.2271762208068,35.714285714285715,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815
HSC/Fibroblasts,IZ 5,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,HSC/Fibroblasts.PTPRM,IZ 5.PTPRM,1.0401733655789349e-56,0.5308246131750558,75.60975609756098,36.828644501278774,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815
Cholangiocytes,IZ 5,PTPRM,PTPRM,0.01624417420345358,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,Cholangiocytes.PTPRM,IZ 5.PTPRM,0.12143216758234443,0.15241787051303957,61.904761904761905,63.28125,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815
Portal Endothelial,IZ 5,PTPRM,PTPRM,0.029033450686546718,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,Portal Endothelial.PTPRM,IZ 5.PTPRM,3.973381333523716e-17,0.4177657846920184,91.43518518518519,75.26132404181185,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815
LSEC Zone 1,IZ 5,PTPRM,PTPRM,0.03721655912172802,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,LSEC Zone 1.PTPRM,IZ 5.PTPRM,0.00620672719703064,0.20452303872123045,100,94.28571428571428,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815
LSEC Zone 2&3 1,IZ 5,PTPRM,PTPRM,0.0072474579303788795,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,LSEC Zone 2&3 1.PTPRM,IZ 5.PTPRM,3.1778642763555482e-24,0.5201613578665111,72.82157676348547,37.31884057971014,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815
LSEC Zone 2&3 2,IZ 5,PTPRM,PTPRM,0.013629720080264491,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,LSEC Zone 2&3 2.PTPRM,IZ 5.PTPRM,1.3026221931062837e-48,0.5798329008639141,90.04629629629629,59.54022988505747,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815
LSEC Zone 2&3 3,IZ 5,PTPRM,PTPRM,0.01624417420345358,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,LSEC Zone 2&3 3.PTPRM,IZ 5.PTPRM,7.991330234605592e-27,0.6195726953313242,86.37770897832817,54.666666666666664,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815
IZ 1,IZ 5,PTPRM,PTPRM,0.004584900634921366,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 1.PTPRM,IZ 5.PTPRM,9.31472938197509e-38,0.42593935784039827,72.09302325581395,35.55555555555556,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815
IZ 2,IZ 5,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 2.PTPRM,IZ 5.PTPRM,2.1264448093067577e-53,0.430343575878448,70.93596059113301,34.05172413793103,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815
IZ 3,IZ 5,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 3.PTPRM,IZ 5.PTPRM,1.4464405854322134e-48,0.5466260174159623,73.88059701492537,38.17504655493482,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815
IZ 4,IZ 5,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 4.PTPRM,IZ 5.PTPRM,9.11022812406967e-22,0.3887684082567823,70.35647279549718,43.87464387464387,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815
IZ 5,IZ 5,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 5.PTPRM,IZ 5.PTPRM,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815
IZ 6,IZ 5,PTPRM,PTPRM,0.004584900634921366,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,IZ 6.PTPRM,IZ 5.PTPRM,1.6009389702724895e-37,0.642043981445914,80,41.60839160839161,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815
PP 1,IZ 5,PTPRM,PTPRM,0.004584900634921366,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,PP 1.PTPRM,IZ 5.PTPRM,1.976347019180631e-31,0.3462507988372606,69.84785615491009,39.1869918699187,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815
PP 2,IZ 5,PTPRM,PTPRM,0.004584900634921366,0.01,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514,BA,PP 2.PTPRM,IZ 5.PTPRM,1.6899692127814057e-37,0.43229413973004227,67.79661016949152,33.33333333333333,1.3767486370045822e-18,0.38264192606572234,70.82452431289641,41.359773371104815
